function_id,method,seed,run_idx,runtime_seconds
2,botorch_baseline,31,19,237.000030
2,pca_bo,32,20,121.311361
2,pca_bo_dynamic_orthogonal_v2,32,20,175.845160
2,botorch_baseline,32,20,237.588257
2,pca_bo,33,21,226.539747
2,pca_bo_dynamic_orthogonal_v2,33,21,355.901020
2,botorch_baseline,33,21,287.273944
2,pca_bo,34,22,280.907826
2,pca_bo_dynamic_orthogonal_v2,34,22,324.720783
2,botorch_baseline,34,22,222.451797
2,pca_bo,35,23,104.076272
2,pca_bo_dynamic_orthogonal_v2,35,23,48.271170
2,botorch_baseline,35,23,271.947491
2,pca_bo,36,24,73.399868
2,pca_bo_dynamic_orthogonal_v2,36,24,238.598395
2,botorch_baseline,36,24,210.617847
2,pca_bo,37,25,213.248990
2,pca_bo_dynamic_orthogonal_v2,37,25,279.912242
2,botorch_baseline,37,25,123.560237
2,pca_bo,38,26,169.912949
2,pca_bo_dynamic_orthogonal_v2,38,26,274.696349
2,botorch_baseline,38,26,220.079793
2,pca_bo,39,27,136.776933
2,pca_bo_dynamic_orthogonal_v2,39,27,209.851301
2,botorch_baseline,39,27,229.922981
2,pca_bo,40,28,142.181858
2,pca_bo_dynamic_orthogonal_v2,40,28,164.212535
2,botorch_baseline,40,28,196.115110
2,pca_bo,41,29,61.670338
2,pca_bo_dynamic_orthogonal_v2,41,29,103.132381
2,botorch_baseline,41,29,151.500816
8,pca_bo,12,0,145.486283
8,pca_bo_dynamic_orthogonal_v2,12,0,232.688265
8,botorch_baseline,12,0,159.330783
8,pca_bo,13,1,277.046193
8,pca_bo_dynamic_orthogonal_v2,13,1,512.369827
8,botorch_baseline,13,1,261.079895
8,pca_bo,14,2,198.338306
8,pca_bo_dynamic_orthogonal_v2,14,2,310.017401
8,botorch_baseline,14,2,178.351943
8,pca_bo,15,3,184.840627
8,pca_bo_dynamic_orthogonal_v2,15,3,295.283574
8,botorch_baseline,15,3,271.973478
8,pca_bo,16,4,336.470304
8,pca_bo_dynamic_orthogonal_v2,16,4,492.843864
8,botorch_baseline,16,4,259.566377
8,pca_bo,17,5,227.298200
8,pca_bo_dynamic_orthogonal_v2,17,5,94.204848
8,botorch_baseline,17,5,178.602946
8,pca_bo,18,6,119.223000
8,pca_bo_dynamic_orthogonal_v2,18,6,136.434261
8,botorch_baseline,18,6,271.361679
8,pca_bo,19,7,204.727048
8,pca_bo_dynamic_orthogonal_v2,19,7,317.267083
8,botorch_baseline,19,7,243.333477
8,pca_bo,20,8,110.266600
8,pca_bo_dynamic_orthogonal_v2,20,8,402.430160
8,botorch_baseline,20,8,207.477438
8,pca_bo,21,9,108.955787
8,pca_bo_dynamic_orthogonal_v2,21,9,393.581665
8,botorch_baseline,21,9,249.883188
8,pca_bo,22,10,128.867955
8,pca_bo_dynamic_orthogonal_v2,22,10,248.960969
8,botorch_baseline,22,10,228.335466
8,pca_bo,23,11,209.702725
8,pca_bo_dynamic_orthogonal_v2,23,11,270.316282
8,botorch_baseline,23,11,148.863853
8,pca_bo,24,12,83.904032
8,pca_bo_dynamic_orthogonal_v2,24,12,204.210221
8,botorch_baseline,24,12,209.312279
8,pca_bo,25,13,306.017299
8,pca_bo_dynamic_orthogonal_v2,25,13,388.835748
8,botorch_baseline,25,13,295.198342
8,pca_bo,26,14,92.185311
8,pca_bo_dynamic_orthogonal_v2,26,14,216.238476
8,botorch_baseline,26,14,288.571946
8,pca_bo,27,15,215.109446
8,pca_bo_dynamic_orthogonal_v2,27,15,294.784751
8,botorch_baseline,27,15,240.539699
8,pca_bo,28,16,195.924100
8,pca_bo_dynamic_orthogonal_v2,28,16,327.960044
8,botorch_baseline,28,16,170.782658
8,pca_bo,29,17,134.133345
8,pca_bo_dynamic_orthogonal_v2,29,17,273.489644
8,botorch_baseline,29,17,270.081287
8,pca_bo,30,18,96.901456
8,pca_bo_dynamic_orthogonal_v2,30,18,198.051293
8,botorch_baseline,30,18,271.968157
8,pca_bo,31,19,135.992300
8,pca_bo_dynamic_orthogonal_v2,31,19,435.216460
8,botorch_baseline,31,19,257.328071
8,pca_bo,32,20,116.636883
8,pca_bo_dynamic_orthogonal_v2,32,20,492.137663
8,botorch_baseline,32,20,305.372969
8,pca_bo,33,21,107.881760
8,pca_bo_dynamic_orthogonal_v2,33,21,274.877078
8,botorch_baseline,33,21,331.456223
8,pca_bo,34,22,204.708612
8,pca_bo_dynamic_orthogonal_v2,34,22,456.428543
8,botorch_baseline,34,22,269.080227
8,pca_bo,35,23,226.172503
8,pca_bo_dynamic_orthogonal_v2,35,23,351.626686
8,botorch_baseline,35,23,274.497304
8,pca_bo,36,24,195.382389
8,pca_bo_dynamic_orthogonal_v2,36,24,203.597953
8,botorch_baseline,36,24,192.473081
8,pca_bo,37,25,126.632345
8,pca_bo_dynamic_orthogonal_v2,37,25,423.843659
8,botorch_baseline,37,25,317.701100
8,pca_bo,38,26,222.382381
8,pca_bo_dynamic_orthogonal_v2,38,26,382.679019
8,botorch_baseline,38,26,259.131669
8,pca_bo,39,27,323.739002
8,pca_bo_dynamic_orthogonal_v2,39,27,348.042126
8,botorch_baseline,39,27,188.193609
8,pca_bo,40,28,236.304774
8,pca_bo_dynamic_orthogonal_v2,40,28,486.169920
8,botorch_baseline,40,28,211.905833
8,pca_bo,41,29,187.402416
8,pca_bo_dynamic_orthogonal_v2,41,29,264.319824
8,botorch_baseline,41,29,209.403952
22,pca_bo,12,0,175.286287
22,pca_bo_dynamic_orthogonal_v2,12,0,230.554261
22,botorch_baseline,12,0,274.516605
22,pca_bo,13,1,62.395116
22,pca_bo_dynamic_orthogonal_v2,13,1,334.089021
22,botorch_baseline,13,1,253.884489
22,pca_bo,14,2,247.409588
22,pca_bo_dynamic_orthogonal_v2,14,2,359.056150
22,botorch_baseline,14,2,143.610279
22,pca_bo,15,3,220.357389
22,pca_bo_dynamic_orthogonal_v2,15,3,237.191038
22,botorch_baseline,15,3,138.224937
22,pca_bo,16,4,308.865434
22,pca_bo_dynamic_orthogonal_v2,16,4,201.068418
22,botorch_baseline,16,4,283.439470
22,pca_bo,17,5,303.815400
22,pca_bo_dynamic_orthogonal_v2,17,5,594.682773
22,botorch_baseline,17,5,142.594773
22,pca_bo,18,6,78.516500
22,pca_bo_dynamic_orthogonal_v2,18,6,232.397180
22,botorch_baseline,18,6,185.635322
22,pca_bo,19,7,105.988081
22,pca_bo_dynamic_orthogonal_v2,19,7,181.289369
22,botorch_baseline,19,7,138.583998
22,pca_bo,20,8,163.966630
22,pca_bo_dynamic_orthogonal_v2,20,8,254.873495
22,botorch_baseline,20,8,283.420412
22,pca_bo,21,9,63.163384
22,pca_bo_dynamic_orthogonal_v2,21,9,374.521360
22,botorch_baseline,21,9,165.948784
22,pca_bo,22,10,38.654161
22,pca_bo_dynamic_orthogonal_v2,22,10,179.228519
22,botorch_baseline,22,10,302.826196
22,pca_bo,23,11,290.652508
22,pca_bo_dynamic_orthogonal_v2,23,11,298.649738
22,botorch_baseline,23,11,176.464173
22,pca_bo,24,12,155.472952
22,pca_bo_dynamic_orthogonal_v2,24,12,143.367967
22,botorch_baseline,24,12,184.218623
22,pca_bo,25,13,162.023156
22,pca_bo_dynamic_orthogonal_v2,25,13,315.534219
22,botorch_baseline,25,13,219.727215
22,pca_bo,26,14,82.448058
22,pca_bo_dynamic_orthogonal_v2,26,14,243.853907
22,botorch_baseline,26,14,287.998022
22,pca_bo,27,15,151.019175
22,pca_bo_dynamic_orthogonal_v2,27,15,215.920429
22,botorch_baseline,27,15,228.785238
22,pca_bo,28,16,121.256479
22,pca_bo_dynamic_orthogonal_v2,28,16,154.497945
22,botorch_baseline,28,16,237.262979
22,pca_bo,29,17,79.471533
22,pca_bo_dynamic_orthogonal_v2,29,17,392.624946
22,botorch_baseline,29,17,101.255318
22,pca_bo,30,18,169.844110
22,pca_bo_dynamic_orthogonal_v2,30,18,270.967745
22,botorch_baseline,30,18,226.082380
22,pca_bo,31,19,170.926753
22,pca_bo_dynamic_orthogonal_v2,31,19,534.764848
22,botorch_baseline,31,19,122.010988
22,pca_bo,32,20,77.441326
22,pca_bo_dynamic_orthogonal_v2,32,20,233.360322
22,botorch_baseline,32,20,159.690207
22,pca_bo,33,21,123.750895
22,pca_bo_dynamic_orthogonal_v2,33,21,258.028374
22,botorch_baseline,33,21,154.595851
22,pca_bo,34,22,153.949134
22,pca_bo_dynamic_orthogonal_v2,34,22,171.890999
22,botorch_baseline,34,22,307.681475
22,pca_bo,35,23,86.462771
22,pca_bo_dynamic_orthogonal_v2,35,23,141.090024
22,botorch_baseline,35,23,177.433316
22,pca_bo,36,24,83.505039
22,pca_bo_dynamic_orthogonal_v2,36,24,284.170971
22,botorch_baseline,36,24,135.804795
22,pca_bo,37,25,69.932042
22,pca_bo_dynamic_orthogonal_v2,37,25,160.686749
22,botorch_baseline,37,25,291.199775
22,pca_bo,38,26,264.356767
22,pca_bo_dynamic_orthogonal_v2,38,26,239.722733
22,botorch_baseline,38,26,128.832857
22,pca_bo,39,27,85.005665
22,pca_bo_dynamic_orthogonal_v2,39,27,274.992806
22,botorch_baseline,39,27,158.272072
22,pca_bo,40,28,313.871728
22,pca_bo_dynamic_orthogonal_v2,40,28,354.919664
22,botorch_baseline,40,28,131.275441
22,pca_bo,41,29,68.589271
22,pca_bo_dynamic_orthogonal_v2,41,29,249.947828
22,botorch_baseline,41,29,156.767098
